Wall time,Step,Value
1650439536.4590595,50,0.5576528310775757
1650439543.1665716,60,0.4909789562225342
1650439570.2425659,100,0.31401410698890686
1650439577.0111742,110,0.2907481789588928
1650439590.834943,130,0.25803399085998535
1650439597.7862654,140,0.2488633692264557
1650439604.724499,150,0.23888179659843445
1650439618.8063674,170,0.23089611530303955
1650439625.8750339,180,0.2253187596797943
1650439633.0308094,190,0.22354476153850555
1650439648.4553604,200,0.22219733893871307
1650439678.6148171,240,0.2159009873867035
1650439747.4619973,330,0.20941738784313202
1650439755.254264,340,0.20887619256973267
1650439771.0213273,360,0.20877429842948914
1650439794.9733977,390,0.2083905190229416
1650439811.0790431,400,0.2083829939365387
1650439827.200837,420,0.20801757276058197
1650439843.39718,440,0.20780621469020844
1650439851.5189133,450,0.20780383050441742
1650439867.553323,470,0.20741546154022217
1650439883.714329,490,0.2072523534297943
1650439891.7543294,500,0.20666277408599854
1650439915.9398253,530,0.20475970208644867
1650439923.9091778,540,0.20482036471366882
1650439931.903954,550,0.20477792620658875
1650439939.8205671,560,0.20490309596061707
1650439947.6315837,570,0.20486041903495789
1650439979.5306804,600,0.20388999581336975
1650439987.348562,610,0.20322255790233612
1650440003.0389242,630,0.20265226066112518
1650440018.8382971,650,0.2025941014289856
1650440026.753126,660,0.20277804136276245
1650440034.637134,670,0.2028580904006958
1650440042.5818915,680,0.20276856422424316
1650440066.4963126,710,0.20346567034721375
1650440074.466444,720,0.20263461768627167
1650440082.4664776,730,0.20213669538497925
1650440090.4127514,740,0.2022167146205902
1650440106.5000927,760,0.20246881246566772
1650440130.4942522,790,0.20190976560115814
1650440178.4266732,840,0.20173555612564087
1650440186.3965588,850,0.20198175311088562
1650440194.503827,860,0.20251700282096863
1650440202.6210778,870,0.20191524922847748
1650440210.589082,880,0.2011331170797348
1650440218.4089544,890,0.2015693485736847
1650440257.8029788,940,0.2019115537405014
1650440329.071885,1020,0.20108562707901
1650440352.692099,1050,0.20001839101314545
1650440360.525289,1060,0.20036101341247559
1650440415.2887433,1130,0.19909703731536865
1650440438.5941434,1160,0.19923023879528046
1650440454.1667302,1180,0.19984936714172363
1650440461.948746,1190,0.19952404499053955
1650440477.882155,1200,0.19984778761863708
1650440509.2674131,1240,0.19970285892486572
1650440517.1863801,1250,0.20035891234874725
1650440525.0526848,1260,0.20051658153533936
1650440549.1977558,1290,0.19952087104320526
1650440557.2739346,1300,0.19997167587280273
1650440581.6388774,1330,0.1991298496723175
1650440614.2515566,1370,0.19884276390075684
1650440630.5650852,1390,0.1992567479610443
1650440655.3258216,1410,0.19943800568580627
1650440663.5625021,1420,0.19959044456481934
1650440671.7388756,1430,0.19946162402629852
1650440679.9556413,1440,0.1993507742881775
1650440713.0215552,1480,0.19937476515769958
1650440729.6344607,1500,0.19911229610443115
1650440754.3000047,1530,0.19887088239192963
1650440762.559609,1540,0.20005778968334198
1650440770.8372977,1550,0.19963058829307556
1650440787.5258813,1570,0.20037207007408142
1650440795.8094285,1580,0.19958996772766113
