Wall time,Step,Value
1650393150.5927534,50,0.4396350085735321
1650393156.8573203,60,0.8158414363861084
1650393182.652351,100,0.34392881393432617
1650393189.1548274,110,0.5267776846885681
1650393202.2174408,130,0.7967332601547241
1650393208.9234915,140,0.7709240317344666
1650393215.8538907,150,0.9955599308013916
1650393229.833638,170,3.1180570125579834
1650393236.8866684,180,6.178055286407471
1650393244.122487,190,8.545929908752441
1650393259.4375038,200,8.725808143615723
1650393288.959215,240,17.69794464111328
1650393358.4021037,330,21.86334800720215
1650393366.207476,340,20.666358947753906
1650393381.8822017,360,24.75958251953125
1650393404.7424123,390,16.511415481567383
1650393420.2938757,400,15.350391387939453
1650393435.4059753,420,38.45450210571289
1650393450.3302484,440,16.93986701965332
1650393457.847232,450,14.546125411987305
1650393472.898648,470,12.693940162658691
1650393487.900673,490,8.957367897033691
1650393495.4234102,500,15.646827697753906
1650393517.7630408,530,24.777482986450195
1650393525.2074406,540,11.940943717956543
1650393532.5625424,550,8.390162467956543
1650393539.9181874,560,8.039997100830078
1650393547.3498602,570,8.816588401794434
1650393577.7229328,600,18.563613891601562
1650393585.1104066,610,2.041243076324463
1650393599.7841668,630,13.62645435333252
1650393614.540752,650,6.650156021118164
1650393621.9090924,660,10.452068328857422
1650393629.310202,670,6.446067810058594
1650393636.7877426,680,4.435211181640625
1650393659.07279,710,14.248977661132812
1650393666.47581,720,10.137767791748047
1650393673.886111,730,12.290675163269043
1650393681.2801096,740,6.761742115020752
1650393696.2020135,760,21.483959197998047
1650393718.9834418,790,7.242852687835693
1650393764.6358438,840,0.9986459612846375
1650393772.07879,850,0.8245461583137512
1650393779.6044903,860,2.8022139072418213
1650393787.1659625,870,9.838047981262207
1650393794.7265182,880,5.210076808929443
1650393802.292569,890,0.8598039746284485
1650393840.270879,940,6.016424655914307
1650393908.9476964,1020,32.33308792114258
1650393931.7466915,1050,0.511451780796051
1650393939.2892666,1060,0.7814953923225403
1650393991.985075,1130,3.5137557983398438
1650394014.6288366,1160,0.3307231664657593
1650394029.7399588,1180,0.3396953046321869
1650394037.339161,1190,6.825455665588379
1650394052.9743772,1200,31.197120666503906
1650394082.9084418,1240,16.184539794921875
1650394090.4402053,1250,0.3076227605342865
1650394098.0213904,1260,12.932402610778809
1650394120.3487456,1290,3.9668381214141846
1650394127.8420744,1300,0.32750043272972107
1650394150.2583985,1330,0.7744254469871521
1650394179.9870884,1370,0.36229315400123596
1650394195.137026,1390,5.035566329956055
1650394218.8122985,1410,0.2128160446882248
1650394226.465955,1420,47.72047424316406
1650394234.0497155,1430,20.3211727142334
1650394241.6522171,1440,6.8918232917785645
1650394272.0594425,1480,59.93149948120117
1650394287.2307742,1500,0.4631841778755188
1650394309.8558757,1530,0.24292121827602386
1650394317.522454,1540,0.23614218831062317
1650394325.1393578,1550,0.24461990594863892
1650394340.734069,1570,6.141265869140625
1650394348.5169044,1580,4.446442127227783
1650394356.2238252,1590,0.2094181329011917
1650394388.0052962,1620,0.2262398600578308
1650394403.7442548,1640,5.451672077178955
1650394411.589258,1650,1.1037932634353638
1650394427.3514292,1670,0.5565444827079773
1650394435.0701232,1680,0.38269317150115967
1650394458.12755,1710,0.1997012346982956
1650394496.7977197,1760,0.23003999888896942
1650394504.4887524,1770,7.27874755859375
1650394512.2523549,1780,0.22454997897148132
1650394536.1795743,1800,14.262807846069336
1650394543.935208,1810,0.2654370367527008
1650394559.5542004,1830,7.136236190795898
1650394575.0610797,1850,7.292970180511475
1650394582.997454,1860,0.8015085458755493
1650394591.0339022,1870,17.750036239624023
1650394598.9306493,1880,14.200151443481445
1650394615.2654653,1900,0.77391517162323
1650394623.5242863,1910,13.520137786865234
1650394680.2337463,1980,0.4358731508255005
1650394720.556639,2020,6.492068290710449
1650394753.2556636,2060,0.6987945437431335
1650394761.1510448,2070,0.5228155255317688
1650394769.166355,2080,5.356152534484863
1650394801.3174667,2120,0.8442257046699524
1650394825.2861922,2150,3.2441391944885254
1650394849.4557416,2180,12.208695411682129
1650394857.5462198,2190,5.984964847564697
1650394889.703005,2220,1.013457179069519
1650394897.831844,2230,27.55605125427246
1650394914.0437427,2250,13.724297523498535
1650394922.130308,2260,15.635592460632324
1650394930.3093493,2270,16.526391983032227
1650394946.5630033,2290,4.4336419105529785
1650394954.6483335,2300,17.062597274780273
1650394970.9758508,2320,7.131123065948486
1650394979.1178367,2330,10.64787483215332
1650394987.2695742,2340,10.686434745788574
1650395011.482047,2370,0.5868781805038452
1650395043.6881294,2400,0.9382267594337463
1650395083.7075825,2450,0.5397748351097107
1650395099.8728795,2470,0.4566458463668823
1650395115.94413,2490,4.99695348739624
1650395124.1521447,2500,18.47003746032715
1650395164.7566156,2550,0.4154784083366394
1650395188.8859422,2580,4.660906791687012
1650395196.9696162,2590,8.610923767089844
1650395213.250126,2600,0.27486804127693176
1650395221.4464796,2610,0.24116206169128418
1650395237.654741,2630,18.29427146911621
1650395269.9370322,2670,0.3307609260082245
1650395285.804353,2690,1.0579726696014404
1650395301.9237416,2710,0.2672307789325714
1650395318.00643,2730,4.472412109375
1650395358.3368125,2780,4.211781024932861
1650395382.301067,2800,14.25338363647461
1650395414.6061337,2840,7.326986312866211
1650395455.256015,2890,95.00605010986328
1650395471.600642,2910,1.3071720600128174
1650395479.764586,2920,0.4073091149330139
1650395504.2987483,2950,0.2873402535915375
1650395520.7254243,2970,0.7573081851005554
1650395529.035821,2980,13.677898406982422
1650395537.3473136,2990,14.140151977539062
1650395562.0414598,3010,0.31332579255104065
1650395570.1807973,3020,7.02777624130249
1650395578.1568406,3030,13.50778579711914
1650395609.871034,3070,0.2871350646018982
1650395617.8732028,3080,7.265727996826172
1650395633.6729488,3100,0.2252451479434967
1650395657.763577,3130,0.14670753479003906
1650395689.7600336,3170,0.4205426275730133
1650395697.8455322,3180,0.2995511591434479
1650395705.930769,3190,0.17640918493270874
1650395722.0834599,3200,9.163789749145508
1650395738.144238,3220,0.45428115129470825
1650395761.9747264,3250,0.13472980260849
1650395769.9837377,3260,0.20349961519241333
1650395777.9628649,3270,0.20889778435230255
1650395801.7921803,3300,0.2271108478307724
1650395809.61801,3310,0.2197750061750412
1650395825.4573772,3330,0.21652761101722717
1650395873.327789,3390,0.2414817214012146
1650395897.4564831,3410,5.773669719696045
1650395921.3181298,3440,0.29763132333755493
1650395929.2972097,3450,0.2142615169286728
1650395945.11115,3470,0.22653895616531372
1650395953.1577199,3480,0.8157891035079956
1650395993.5234857,3530,39.854408264160156
1650396001.6439433,3540,0.7060552835464478
1650396017.7617986,3560,0.22748716175556183
1650396033.5949888,3580,0.22425326704978943
1650396041.629826,3590,0.2058073878288269
1650396057.725595,3600,25.125534057617188
1650396082.051837,3630,0.4250147342681885
1650396089.9457986,3640,3.940659523010254
1650396113.5258398,3670,0.3772558271884918
1650396121.4270668,3680,0.22023485600948334
1650396137.3717775,3700,0.24980121850967407
1650396145.4344077,3710,0.19261057674884796
1650396161.4476984,3730,0.34681910276412964
1650396193.185954,3770,0.1766800731420517
1650396201.116154,3780,0.17136262357234955
1650396209.0815027,3790,0.18860383331775665
1650396233.1610503,3810,0.24934571981430054
1650396241.2407737,3820,158.02764892578125
1650396265.1960256,3850,4.1003193855285645
1650396273.1368482,3860,0.8640109896659851
1650396281.0234642,3870,22.742773056030273
1650396289.062117,3880,4.357179641723633
1650396304.9738805,3900,0.47963762283325195
1650396313.0194433,3910,1.759357213973999
1650396321.0079982,3920,0.4116131663322449
1650396329.0390363,3930,215.1607666015625
1650396408.2775419,4020,19.119291305541992
1650396416.2515125,4030,7.733052730560303
1650396432.2395954,4050,0.1700996458530426
1650396456.0071342,4080,4.096860408782959
1650396511.8944125,4150,0.19458043575286865
1650396519.8783965,4160,0.16846685111522675
1650396560.0608227,4200,0.1700972318649292
1650396568.005402,4210,0.15364763140678406
1650396576.0043983,4220,0.13355454802513123
1650396591.9730084,4240,7.892721176147461
1650396608.0282886,4260,90.2145767211914
1650396640.181516,4300,0.18614210188388824
1650396711.5935705,4390,0.14998841285705566
1650396727.7806096,4400,4.2713165283203125
1650396735.9201014,4410,74.92118835449219
1650396744.1129026,4420,4.583505630493164
1650396760.1849663,4440,0.14377222955226898
1650396768.1409695,4450,0.14879247546195984
1650396792.2149012,4480,0.1857459396123886
1650396816.1196847,4510,0.24878981709480286
1650396872.8743176,4580,0.22677750885486603
1650396880.989575,4590,13.817458152770996
1650396897.313419,4600,1.9791566133499146
1650396905.3978968,4610,0.18525370955467224
1650396921.7132478,4630,0.1423047035932541
1650396930.0925756,4640,0.6183631420135498
1650396938.3848605,4650,0.1574014574289322
1650396955.1646004,4670,0.20074553787708282
1650396963.4169064,4680,0.263127863407135
1650396971.6271799,4690,4.691800117492676
1650396988.081923,4710,0.1634887158870697
1650397004.2634485,4730,0.16109953820705414
1650397012.5777314,4740,0.16207852959632874
1650397046.3164725,4780,0.22057342529296875
1650397112.217835,4850,0.21625827252864838
1650397137.0141006,4880,443.068115234375
1650397144.9136584,4890,299.4924011230469
1650397161.3468487,4910,17.867671966552734
1650397177.8759327,4930,0.36660802364349365
1650397202.3304095,4960,0.42827028036117554
1650397300.1310024,5070,3.5178518295288086
1650397324.8144078,5100,0.13958601653575897
1650397332.9951224,5110,0.2760767638683319
1650397341.2588072,5120,0.15108180046081543
1650397357.6981757,5140,0.14183300733566284
1650397374.1001909,5160,0.3191515803337097
1650397382.0841308,5170,0.18932537734508514
1650397398.1457317,5190,0.15038375556468964
1650397447.3990228,5240,0.14491522312164307
1650397455.6323502,5250,0.16826501488685608
1650397504.610362,5310,0.18368259072303772
1650397520.90845,5330,0.9671487212181091
1650397529.0330832,5340,0.2214515209197998
1650397537.058065,5350,15.034924507141113
1650397545.109874,5360,0.1807360053062439
1650397553.3065152,5370,0.24093276262283325
1650397561.2945106,5380,0.16039641201496124
1650397569.3766365,5390,6.325414657592773
1650397585.5531173,5400,0.17239227890968323
1650397593.5896945,5410,0.14013193547725677
1650397601.6016128,5420,0.1496342122554779
1650397617.3800926,5440,0.1557331532239914
1650397640.9833438,5470,0.17553645372390747
1650397648.8563488,5480,0.1822180300951004
1650397656.8992283,5490,0.2378588169813156
1650397672.8344908,5510,10.2674560546875
1650397704.8198693,5550,0.2121945172548294
1650397720.8361335,5570,0.13265976309776306
1650397736.964575,5590,0.12618616223335266
1650397777.2133029,5630,0.21306468546390533
1650397785.203531,5640,0.2329866886138916
1650397793.3067715,5650,0.17348548769950867
1650397809.9167202,5670,0.1347694993019104
1650397826.2489288,5690,0.1399024873971939
1650397842.3032749,5710,0.16218999028205872
1650397858.4337597,5730,0.17611268162727356
1650397866.6108372,5740,0.13569068908691406
1650397891.1333346,5770,0.12774567306041718
1650397907.3019142,5790,0.12539182603359222
1650397923.6218102,5800,0.1416383683681488
1650397931.6954677,5810,0.1452697515487671
1650397939.758452,5820,0.23420079052448273
1650397947.9829073,5830,0.21237219870090485
1650397956.2197065,5840,0.1618247926235199
1650397972.2812912,5860,0.17649969458580017
1650397980.282542,5870,0.31086236238479614
1650398020.8890646,5920,0.3728901147842407
1650398029.1313963,5930,17.688507080078125
1650398045.6046817,5950,0.7446842193603516
1650398053.5984607,5960,5.14277458190918
1650398061.7140594,5970,0.16602781414985657
1650398094.603341,6000,0.162092924118042
1650398111.0290651,6020,0.14319628477096558
1650398127.334287,6040,0.14035961031913757
1650398143.8452291,6060,0.14286428689956665
1650398160.556858,6080,0.1378915011882782
1650398177.1876848,6100,0.15077488124370575
1650398185.4122825,6110,0.14231036603450775
1650398193.7107246,6120,0.27266645431518555
1650398218.3754718,6150,0.12819570302963257
1650398251.1099784,6190,0.1398777812719345
1650398267.410143,6200,0.1349877119064331
1650398283.8458745,6220,0.1514810025691986
1650398292.065442,6230,5.38267707824707
1650398308.304233,6250,0.21993610262870789
1650398340.534873,6290,0.16565339267253876
1650398380.0852802,6340,0.18647345900535583
1650398443.4333706,6410,0.1894667148590088
1650398451.5026155,6420,5.001880168914795
1650398467.1913943,6440,0.20332829654216766
1650398475.0844107,6450,22.609901428222656
1650398482.9884143,6460,0.14411279559135437
1650398490.837468,6470,4.628820896148682
1650398498.68886,6480,0.14313755929470062
1650398506.5334451,6490,25.347204208374023
1650398522.0801165,6510,0.27286434173583984
1650398529.9221315,6520,4.523034572601318
1650398561.4310055,6560,0.7816387414932251
1650398569.330897,6570,0.6018300652503967
1650398585.2534523,6590,6.187968730926514
1650398609.656061,6610,5.264145374298096
1650398634.0278277,6640,0.18261991441249847
1650398650.157862,6660,17.221900939941406
1650398658.314823,6670,1.8561903238296509
1650398666.3314333,6680,0.2748546898365021
1650398690.072684,6710,0.4088781774044037
1650398698.029457,6720,6.0433831214904785
1650398705.9627576,6730,0.6798551678657532
1650398713.913943,6740,0.36074745655059814
1650398721.9430351,6750,16.088594436645508
1650398737.901181,6770,0.1461627036333084
1650398745.8517096,6780,4.83746337890625
1650398753.8114574,6790,13.515722274780273
1650398778.0591,6810,8.110699653625488
1650398786.163416,6820,0.16987447440624237
1650398794.38968,6830,0.12064801156520844
1650398802.7022893,6840,0.12310180813074112
1650398811.0140712,6850,0.11719359457492828
1650398819.2179325,6860,0.11896828562021255
1650398835.6673634,6880,0.10943073034286499
1650398843.8246064,6890,0.11744973063468933
1650398868.4412577,6920,0.11853241175413132
1650398900.5799057,6960,0.13057100772857666
1650398925.2953308,6990,0.14271235466003418
1650398941.8157215,7000,0.1666799932718277
1650398950.1085148,7010,0.1653718799352646
1650398966.7559094,7030,5.150937557220459
1650398975.1383371,7040,0.17480818927288055
1650398983.526332,7050,0.16751907765865326
1650398991.8158267,7060,0.17320294678211212
1650399008.2866418,7080,4.240650177001953
1650399016.5367398,7090,0.16041123867034912
1650399024.754049,7100,0.0729641318321228
1650399057.2678936,7140,0.17272578179836273
1650399089.6481528,7180,0.13316933810710907
1650399097.623664,7190,0.16803666949272156
1650399121.6991045,7210,0.1192227303981781
1650399129.7919476,7220,0.11529164016246796
1650399137.9781098,7230,0.1104455515742302
