Wall time,Step,Value
1651084662.6796925,0,2.704394682950806e-05
1651084671.574867,10,0.00011628401989582926
1651084681.1315613,20,2.9859840651624836e-05
1651084699.112352,30,0.0001540702214697376
1651084706.8267255,40,8.916100341593847e-05
1651084725.2217405,50,8.916100341593847e-05
1651084733.6066637,60,7.430083496728912e-05
1651084741.902908,70,0.0002218611043645069
1651084759.1547148,80,0.0003194799937773496
1651084767.05585,90,0.0003833759983535856
1651084784.5867472,100,0.0003833759983535856
1651084792.3987088,110,6.191736611071974e-05
1651084800.3923872,120,5.1597802666947246e-05
1651084817.5165217,130,2.4883200239855796e-05
1651084825.5269744,140,0.00010699320409912616
1651084842.9576566,150,0.0003833759983535856
1651084850.1306431,160,7.430083496728912e-05
1651084857.322083,170,0.0001540702214697376
1651084874.3135183,180,0.00012839185365010053
1651084881.4344943,190,6.191736611071974e-05
1651084907.3139493,200,9.999999747378752e-06
1651084914.4955425,210,0.0013737055705860257
1651084921.8908575,220,0.00026623334269970655
1651084939.0430884,230,0.0013737055705860257
1651084946.588199,240,0.0028485157527029514
1651084963.7557864,250,0.0011447545839473605
1651084971.2516937,260,8.916100341593847e-05
1651084978.7405353,270,0.0016484466614201665
1651084995.928094,280,0.0016484466614201665
1651085003.5028367,290,0.0009539621532894671
1651085020.8460302,300,0.0013737055705860257
1651085028.5142844,310,0.0006624737288802862
1651085036.2557285,320,0.0019781359005719423
1651085053.759072,330,0.0013737055705860257
1651085061.4072561,340,0.0004600512038450688
1651085078.8598547,350,0.0007949684513732791
1651085086.6069033,360,0.0009539621532894671
1651085094.3439426,370,0.0007949684513732791
1651085112.035848,380,0.0005520614213310182
1651085119.7236989,390,0.0009539621532894671
1651085137.3961604,400,0.0003194799937773496
1651085145.2494686,410,0.0003194799937773496
1651085152.9678779,420,0.0003833759983535856
1651085170.2629936,430,0.0004600512038450688
1651085177.986241,440,8.916100341593847e-05
1651085195.587466,450,0.0007949684513732791
1651085203.3140125,460,0.0006624737288802862
1651085211.055618,470,0.00026623334269970655
1651085228.4900181,480,0.0009539621532894671
1651085236.1997087,490,0.00012839185365010053
1651085253.6651657,500,0.0009539621532894671
1651085261.350479,510,0.0004600512038450688
1651085268.8642814,520,0.0001540702214697376
1651085285.9382513,530,0.0006624737288802862
1651085293.482981,540,8.916100341593847e-05
1651085310.894661,550,0.0005520614213310182
1651085318.4984937,560,0.0006624737288802862
1651085326.0660312,570,0.0003194799937773496
1651085343.4374254,580,0.0005520614213310182
1651085351.022988,590,0.0003194799937773496
1651085368.091607,600,0.0001848842657636851
1651085375.9151576,610,0.0003194799937773496
1651085383.5616274,620,0.0009539621532894671
1651085400.8627195,630,0.0002218611043645069
1651085408.3870637,640,0.0006624737288802862
1651085425.4835367,650,0.0011447545839473605
1651085433.2568955,660,0.0002218611043645069
1651085440.800472,670,0.0001848842657636851
1651085458.0417063,680,0.0005520614213310182
1651085465.7412882,690,0.00026623334269970655
1651085482.687872,700,1.7279999156016856e-05
1651085490.373625,710,0.0004600512038450688
1651085497.8641055,720,0.0006624737288802862
1651085514.6658533,730,0.0003194799937773496
1651085522.25853,740,0.00026623334269970655
1651085539.2973258,750,0.0006624737288802862
1651085546.7452607,760,0.00012839185365010053
1651085554.3879175,770,0.0001848842657636851
1651085571.4594436,780,0.00010699320409912616
1651085579.0986903,790,0.00026623334269970655
1651085596.359973,800,0.00026623334269970655
1651085604.0037954,810,0.00010699320409912616
1651085611.6901214,820,0.0005520614213310182
1651085628.5588999,830,0.0009539621532894671
1651085636.0694776,840,0.0006624737288802862
1651085653.373533,850,0.0003194799937773496
1651085660.881196,860,0.0002218611043645069
1651085668.4203863,870,0.0005520614213310182
1651085685.5480707,880,0.00026623334269970655
1651085693.048848,890,0.0001848842657636851
1651085710.5973926,900,0.0001540702214697376
1651085718.2959583,910,0.0003833759983535856
1651085726.1045017,920,0.0002218611043645069
1651085743.4713027,930,0.0002218611043645069
1651085751.282444,940,0.0002218611043645069
1651085769.0182822,950,0.0003194799937773496
1651085776.7700562,960,0.0002218611043645069
1651085784.4233215,970,0.0001540702214697376
1651085801.8104198,980,0.0002218611043645069
1651085809.4260857,990,0.0003833759983535856
1651085826.8793628,1000,0.0003194799937773496
1651085834.480787,1010,0.0002218611043645069
1651085842.0577753,1020,0.0002218611043645069
1651085859.9478858,1030,8.916100341593847e-05
1651085867.556665,1040,0.0005520614213310182
1651085885.220323,1050,0.0005520614213310182
1651085892.967565,1060,0.0003194799937773496
1651085900.714637,1070,0.0001540702214697376
1651085918.2845685,1080,0.00026623334269970655
1651085926.0863593,1090,0.0003194799937773496
1651085943.5976756,1100,0.0007949684513732791
1651085951.2788672,1110,0.0003194799937773496
1651085958.9406912,1120,0.0006624737288802862
1651085976.3940666,1130,0.0019781359005719423
1651085984.1974976,1140,0.0009539621532894671
1651086001.7370386,1150,0.0003194799937773496
1651086009.4590776,1160,0.0004600512038450688
1651086017.156994,1170,0.0006624737288802862
1651086035.0762677,1180,0.0007949684513732791
1651086042.7267585,1190,0.0003194799937773496
1651086060.4080353,1200,0.0003833759983535856
1651086068.1079443,1210,0.0001848842657636851
1651086075.8075674,1220,0.0005520614213310182
1651086093.5080702,1230,0.0003194799937773496
1651086101.3646936,1240,0.0004600512038450688
1651086118.8978314,1250,0.0003194799937773496
