Wall time,Step,Value
1651003091.6105292,0,-0.017582254484295845
1651003098.7183716,10,-0.0024736830964684486
1651003105.5635552,20,-0.008119271136820316
1651003122.4154902,30,-0.0023104678839445114
1651003130.384965,40,-0.008051672019064426
1651003147.404306,50,-0.004428492859005928
1651003155.115208,60,-1.5544705092906952e-05
1651003162.862296,70,-0.00214008754119277
1651003180.3988163,80,-0.00405845046043396
1651003187.6590717,90,0.00495438277721405
1651003203.470953,100,0.0007827114313840866
1651003210.5170412,110,0.009827006608247757
1651003217.5568821,120,0.00938855018466711
1651003233.5643811,130,-0.004919997416436672
1651003240.724766,140,0.0006408964982256293
1651003256.9505887,150,-0.0028397664427757263
1651003264.3283632,160,-0.005705102346837521
1651003271.6732569,170,-0.006790522951632738
1651003287.7274992,180,-0.005711567122489214
1651003294.9790673,190,-0.004803056828677654
1651003311.097804,200,-0.003428448922932148
1651003318.3429677,210,-0.007122756913304329
1651003325.4282186,220,0.0028500412590801716
1651003341.4145427,230,2.7275702450424433e-05
1651003348.5850644,240,-0.0005718502216041088
1651003364.356595,250,0.0032241789158433676
1651003371.2235441,260,0.0009448595810681581
1651003378.1994464,270,0.001121046720072627
1651003393.8321395,280,-0.001063395058736205
1651003400.680789,290,-0.0026561561971902847
1651003416.4040842,300,-0.002228212310001254
1651003423.3135843,310,-0.0036455581430345774
1651003430.233807,320,-0.0014965980080887675
1651003445.8873591,330,-0.003916170448064804
1651003452.8207145,340,0.010620294138789177
1651003468.707407,350,-0.0028454414568841457
1651003475.6439106,360,-0.0034708790481090546
1651003482.6937277,370,-0.002204379765316844
1651003498.4811158,380,-9.264005348086357e-05
1651003505.463174,390,0.004242262803018093
1651003521.164116,400,-0.00353357195854187
1651003528.090653,410,-0.004264873918145895
1651003534.9296722,420,-0.0016782634193077683
1651003550.6808825,430,0.0021843151189386845
1651003557.6570675,440,-0.0034339088015258312
1651003573.4709737,450,0.0028377207927405834
1651003580.3054104,460,-0.001196020981296897
1651003587.190883,470,-0.0009916991693899035
1651003602.8514318,480,-0.0007679418195039034
1651003609.7651942,490,-0.001639430527575314
1651003625.4977775,500,-0.0008329414995387197
1651003632.4524403,510,-0.002462972654029727
1651003639.355691,520,-0.0009496081620454788
1651003655.2119553,530,-0.0026030056178569794
1651003662.0604675,540,-0.0029559871181845665
1651003677.7079601,550,-0.000611002673394978
1651003684.7059505,560,-0.002382687758654356
1651003691.600287,570,-0.0023633819073438644
1651003707.446264,580,-0.0003891558153554797
1651003714.3683786,590,0.00020372432481963187
1651003730.0525851,600,0.0035601677373051643
1651003737.0295503,610,0.0031772092916071415
1651003743.9559865,620,-0.003345272969454527
1651003759.7149868,630,0.0006762493285350502
1651003766.6712902,640,0.0044511668384075165
1651003782.333114,650,-0.00106864795088768
1651003789.2424483,660,0.0025181034579873085
1651003796.1248627,670,0.002550510922446847
1651003811.8669488,680,-0.0004716420662589371
1651003818.6556997,690,-0.0007005039951764047
1651003834.4841588,700,9.749713353812695e-05
1651003841.3251195,710,0.0026109376922249794
1651003848.1461887,720,-0.00018118773004971445
1651003863.8545728,730,-0.0013529142597690225
1651003870.6999004,740,0.0009916552808135748
1651003886.472686,750,-9.012399095809087e-05
1651003893.3876352,760,0.0004355567507445812
1651003900.195926,770,-0.0022943790536373854
1651003916.0055473,780,-0.001520000514574349
1651003922.9048805,790,-0.0022067881654947996
1651003938.8426967,800,0.0035850051790475845
1651003945.765866,810,-0.0007416360313072801
1651003952.701794,820,6.874545942991972e-05
1651003968.3528726,830,0.0020400993525981903
1651003975.2768934,840,-0.0005884898127987981
1651003990.8979125,850,0.001508887275122106
1651003997.7837594,860,0.0024091247469186783
1651004004.6482265,870,4.488829290494323e-06
1651004020.3310804,880,0.00018422410357743502
1651004027.165792,890,-0.0016016699373722076
1651004042.8525755,900,0.0001166879665106535
1651004049.7609613,910,0.0014956952072679996
1651004056.6875443,920,0.0023035421036183834
1651004072.4746535,930,0.0025426605716347694
1651004079.3194587,940,0.0026034594047814608
1651004095.159977,950,0.0013223171699792147
1651004102.0528185,960,-0.001549806329421699
1651004108.9166808,970,-0.002116996329277754
1651004124.9568925,980,0.002194788306951523
1651004131.916657,990,0.008812790736556053
1651004147.7928073,1000,0.0010858630994334817
1651004154.888751,1010,0.000457404472399503
1651004161.8211863,1020,-0.0007421174086630344
1651004177.613579,1030,-0.00016207074804697186
1651004184.551886,1040,0.0005051948828622699
1651004200.4710124,1050,0.0027969335205852985
1651004207.4412186,1060,0.0050040921196341515
1651004214.3541162,1070,0.0013788226060569286
1651004230.185947,1080,0.0009802380809560418
1651004237.0560932,1090,0.003059177193790674
1651004252.7482855,1100,-0.000418290204834193
1651004259.6423073,1110,0.004556884523481131
1651004266.5770178,1120,-0.0013033791910856962
1651004282.4043922,1130,0.0042671444825828075
1651004289.402866,1140,0.00031626803684048355
1651004305.2899764,1150,0.0028017747681587934
1651004312.3112068,1160,-0.0008969100308604538
1651004319.3347092,1170,-0.0015214054146781564
1651004335.1598008,1180,-0.0005699600442312658
1651004342.109051,1190,0.002276698360219598
1651004357.966424,1200,-0.0002719371404964477
1651004364.931172,1210,0.0010094146709889174
1651004371.8822744,1220,0.0021832699421793222
1651004387.7145433,1230,0.0015206898096948862
1651004394.832092,1240,0.00337790185585618
1651004410.6605597,1250,0.003721051849424839
1651004417.7078512,1260,-0.0009592085843905807
1651004424.7798085,1270,-0.0007815459975972772
1651004440.582833,1280,-0.000335456570610404
1651004447.6249712,1290,0.00010028458200395107
1651004463.5863304,1300,0.0004494420427363366
1651004470.5346391,1310,0.003712972393259406
1651004477.5358648,1320,0.0019354631658643484
1651004493.3617764,1330,0.003577524796128273
1651004500.3184736,1340,0.0012123794294893742
1651004516.2617419,1350,0.004082459956407547
1651004523.3426387,1360,0.007067142054438591
1651004530.333805,1370,0.000517731299623847
1651004546.2485301,1380,0.0009669954888522625
1651004553.2519681,1390,0.005626173689961433
1651004569.114729,1400,0.006116118282079697
1651004576.2160704,1410,0.001038645743392408
1651004583.2067757,1420,0.003884747624397278
1651004599.1418035,1430,0.006496815010905266
1651004606.307989,1440,0.0021343277767300606
1651004622.2898276,1450,0.0012615685118362308
1651004629.3410752,1460,0.0017471108585596085
1651004636.433765,1470,0.0026745928917080164
1651004652.23973,1480,0.001308866310864687
1651004659.247378,1490,0.0054782116785645485
1651004675.2566996,1500,0.00021288073912728578
1651004682.411971,1510,0.006712791509926319
1651004689.4536464,1520,0.0015240372158586979
1651004705.3799295,1530,0.002067756373435259
1651004712.344466,1540,0.0003305578138679266
1651004728.1537514,1550,0.006937241647392511
1651004735.2168117,1560,0.0029653918463736773
1651004742.2157776,1570,0.0012560419272631407
1651004758.1512058,1580,-0.00011918204836547375
1651004765.297625,1590,0.001233926392160356
1651004781.2039602,1600,0.0009889495559036732
1651004788.3182213,1610,0.00099055131431669
1651004795.335761,1620,0.0004026541719213128
1651004811.2135408,1630,0.0014880779199302197
1651004818.3296118,1640,0.003067219164222479
1651004834.1220033,1650,0.004567000083625317
1651004841.0910108,1660,0.003767212387174368
1651004848.203604,1670,0.005391645710915327
1651004864.0509315,1680,0.004150238819420338
1651004871.11605,1690,0.000724595389328897
1651004887.0318594,1700,-0.0016401219181716442
1651004893.9829733,1710,0.005953730549663305
1651004900.8543713,1720,0.0041442010551691055
1651004916.7014375,1730,-0.0017622393788769841
1651004923.5813756,1740,0.001527497312054038
1651004939.2495272,1750,-0.0020338604226708412
1651004946.224599,1760,0.01028155442327261
1651004953.110917,1770,0.000499106477946043
